,real_target,Prediction
706,canavan disease : symptoms,"[{'summary_text': ""canavan's disease . symptoms include intellectual disability . paralysis , blindness , hyperactivity disorder . diagnosis : symptoms""}]"
707,dissociative disorder : general,[{'summary_text': 'dissociative disorder : causes physiology . psychiatric sclerosis : physiologic symptomatic'}]
708,scleredema : diagnosis,[{'summary_text': 'the scleredema : diagnoses : diagnosis . hematoxylin-eosin reticular dermis .'}]
709,albuminuria : symptoms,[{'summary_text': 'whitish foam asymptomatic . nephrotic syndrome : physiology : symptoms : causes . symptoms'}]
710,leukocytosis : general,[{'summary_text': 'leukocytosis : physiology : symptoms : causes . socio-economic status : signs : treatments'}]
711,cadmium poisoning : treatments,[{'summary_text': 'cadmium toxicity : treatments physiology : treatment . emesis - treatment of emphysema .'}]
712,visual release hallucinations : causes,[{'summary_text': 'glaucoma : physiology : treatments physiologic . physiological bowel syndrome : symptoms'}]
713,fanconi anemia : treatments,[{'summary_text': 'androgens and hematopoietic growth factors . a savior sibling can be conceived by preimplantation genetic diagnosis .'}]
714,lown–ganong–levine syndrome : diagnosis,[{'summary_text': 'lown–ganong–levine syndrome . diagnosis : causes physiology : treatments physiologiques : symptoms : physiologie'}]
715,neurofibromatosis : treatments,[{'summary_text': 'opg glioma : treatments physiology . san francisco syndrome . diagnosis'}]
716,hellp syndrome : symptoms,"[{'summary_text': 'hellp syndrome . symptoms include general discomfort, epigastric pain . bronchial hematoma : physiology'}]"
717,small-cell carcinoma : symptoms,[{'summary_text': 'small-cell carcinoma of the lung : physiology : diagnosis . physiologic disease : treatments: treatments'}]
718,thiamine deficiency : causes,"[{'summary_text': ""wernicke's encephalopathy|wernicke’s disease . he says thiamine deficiency : physiology""}]"
719,encopresis : treatments,[{'summary_text': 'constipation-caused encopresis . he says treatment focuses on reducing bowel systicism .'}]
720,imagination : general,[{'summary_text': 'imagination : physiology : an interdisciplinary perspective . idaho : learning : general ia - general'}]
721,nystagmus : diagnosis,[{'summary_text': 'nystagmus : diagnostic physiology : treatments . physiologic nephropathy : diagnosis'}]
722,gallstone : physiology,[{'summary_text': 'cholesterol gallstones : physiology : causes . physiologic toxicity : mechanisms physiologist : treatments'}]
723,prostatitis : general,[{'summary_text': 'prostatitis : physiology : symptoms . symptoms : causes . socioeconomic status quo : diagnosis'}]
724,spondylosis : causes,"[{'summary_text': 'spondylosis . causes include joint subluxation, stress induced by sports . cause of death : physiology'}]"
725,calculus (medicine) : general,[{'summary_text': 'calculus (plural calculi) is a form of material . it is referred to as lithiasis .'}]
726,tarlov cyst : diagnosis,[{'summary_text': 'tarlov cysts : diagnostic physiology : treatments . neurologic fibromyalgia cyst : diagnosis'}]
727,barotrauma : prevention,[{'summary_text': 'barotrauma : physiology : prevention : treatments : interventions : causes : symptoms : diagnosis : diagnostics'}]
728,pilonidal disease : diagnosis,[{'summary_text': 'pilonidal teratoma . he says diagnosis is important because it requires consultation with an oncologist and surgical excision .'}]
729,neuroleptic malignant syndrome : symptoms,"[{'summary_text': 'neuroleptic malignant syndrome . symptoms include muscle cramps, tremors and coma . they include agitation, delirium, and sudden changes in mental status .'}]"
730,angina : causes,[{'summary_text': 'coronary artery disease : physiology : causes physiological . physiologic sympathetic nerve : symptoms'}]
731,dermatitis : symptoms,[{'summary_text': 'dermatitis . jpg|thumb|left|right|rightst|chromium . swollen skin : symptoms'}]
732,orofacial granulomatosis : general,"[{'summary_text': 'orofacial granulomatosis . enlargement of the soft tissues of the mouth, lips and the area around the mouth on the face .'}]"
733,paratyphoid fever : treatments,"[{'summary_text': 'paratyphoid fever . ciprofloxacin for 10 days, ceftriaxone for 14 days .'}]"
734,bowel obstruction : symptoms,"[{'summary_text': 'bowel obstruction : physiology : symptoms : causes . socioeconomic status : diagnosis : treatments, treatments'}]"
735,multiple endocrine neoplasia type 2 : symptoms,[{'summary_text': 'pheochromocytoma or primary hyperparathyroidism . medullary thyroid carcinoma (mtc) : diagnosis'}]
736,platelet storage pool deficiency : treatments,[{'summary_text': 'platelet storage pool deficiency . management consists of antifibrinolytic medications . caution should be taken with nsaids .'}]
737,minimal change disease : general,[{'summary_text': 'minimal change disease . nephrotic syndrome of unclear cause . causes : causes . cause : physiology .'}]
738,retinopathy of prematurity : physiology,[{'summary_text': 'rop : physiology : causes . physiologic recurrent sclerosis . hepatitis c : symptoms'}]
739,serratia marcescens : physiology,[{'summary_text': 's. marcescens syndrome : physiology . hepatitis c - a disease : causes'}]
740,splenosis : diagnosis,[{'summary_text': 'splenoma : diagnosis physiology : diagnoses . physiologic sclerosis : diagnostic'}]
741,hypercalciuria : general,[{'summary_text': 'hypercalciuria : physiology : causes . symbiosis : treatments : symptoms'}]
742,adenosquamous carcinoma : diagnosis,[{'summary_text': 'squamous epithelium|epithelial cells . cytokeratin 5/6 antibodies : physiology'}]
743,stress fracture : causes,[{'summary_text': 'stress fractures : physiology : causes : symptoms : treatments : diagnosis : prevention : interventions : diagnostics  sociology'}]
744,subliminal stimuli : general,[{'summary_text': 'subliminal stimuli . general general general : general . physiology and general psychiatric disorders . général psychology'}]
745,tree nut allergy : symptoms,[{'summary_text': 'tree nut allergy : physiology : treatments physiotherapy . physiologic syndrome : symptoms : causes'}]
746,meningism : symptoms,"[{'summary_text': ""brudzinski's meningitis : physiology : symptoms - symptoms : treatments . physiologic syndrome""}]"
747,fatal insomnia : physiology,[{'summary_text': 'methionine homozygote : physiology : causes : treatments : symptoms : diagnosis : general'}]
748,lichenoid eruption : general,[{'summary_text': 'lichenoid eruption : symptoms : causes . socio-economic status : signs physiology : treatments physiologic'}]
749,costello syndrome : treatments,[{'summary_text': 'costello syndrome : treatments : therapies . edward eloquerosis . he says physiology'}]
750,personal construct theory : general,"[{'summary_text': ""personal construct theory / personal construct psychology . he says therapist's theory of personality and cognition reflects perception . psychology : physiology""}]"
751,hiv : general,[{'summary_text': 'lentivirus : physiology : symptoms : causes . causes : treatments : diagnosis  physiologic diagnosis'}]
752,follicular lymphoma : physiology,[{'summary_text': 'genomic alterations : physiology : causes : mechanisms physiologic : treatments . symbiosis : symptoms'}]
753,amblyopia : causes,[{'summary_text': 'strabismic amblyopia : physiology : causes . physiologic symbiosis : treatments'}]
754,milk allergy : general,[{'summary_text': 'milk allergy : physiology : causes . physiologic disease : symptoms : treatments : general physiologies : diagnosis'}]
755,valvular heart disease : diagnosis,[{'summary_text': 'aortic stenosis . he says diagnosis focuses on ventricular hypertrophy . diagnosis : diagnosis'}]
756,portal hypertension : physiology,[{'summary_text': 'portal hypertension : physiology . hepatic stellate cells and myofibroblasts : causes'}]
757,adherence (medicine) : general,[{'summary_text': 'patients with chronic diseases living in developed countries . compliance : general . general : physiology ; general ; physiologies :'}]
758,sensorineural hearing loss : symptoms,[{'summary_text': 'otolaryngology : diagnosis - diagnosis : diagnostic physiology - diagnostic : treatments : diagnose . socio-economics'}]
759,anemia : diagnosis,[{'summary_text': 'erythropoietic anemia : diagnostic physiology - diagnosis : diagnosis . consultant: diagnosis'}]
760,diabetic neuropathy : symptoms,[{'summary_text': 'diabetic neuropathy : physiology : symptoms : causes . socio-economic ephemera : treatments'}]
761,aneurysm : physiology,[{'summary_text': 'aneurysmal aortic wall : physiology : causes . physiologic fibrosis : symptoms'}]
762,aortic stenosis : general,[{'summary_text': 'aortic stenosis . he says symptoms are symptomatic . they say symptoms can be attributed to physiology .'}]
763,cochlea : symptoms,"[{'summary_text': 'hearing loss bionics . based in massachusetts, it mimics a cochlea . the chip can analyze a wide range of frequencies .'}]"
764,leydig cell tumour : treatments,[{'summary_text': 'imatinib : treatments physiology : treatment physiologies - treatments - physiotherapy - treatment : interventions'}]
765,leber's hereditary optic neuropathy : treatments,[{'summary_text': 'lhon disease : treatments physiology - treatments - physiotherapy - treatment . physiologic somatosis : treatment'}]
766,spirochaete : physiology,[{'summary_text': 'spirochaetes phylum . causes lyme disease . cause treponema pallidum .'}]
767,polio : symptoms,[{'summary_text': 'ed miliband : physiology . he spürt a sense of humor in a psychiatric state .'}]
768,thrombotic microangiopathy : treatments,[{'summary_text': 'atypical hus and ttp . hepatitis c : treatments - treatments : treatment - treatment'}]
769,hereditary multiple exostoses : treatments,[{'summary_text': 'ostechondroma excision . hemiepiphysiodesis . treatments : treatments and treatments - treatments'}]
770,hypoparathyroidism : physiology,[{'summary_text': 'parathyroid gland in the neck . embryology : physiology . phsia : symptoms'}]
771,systemic inflammatory response syndrome : treatments,[{'summary_text': 'septic shock : treatments physiology . physiologic resuscitation syndrome : treatment physiological'}]
772,fibromuscular dysplasia : treatments,[{'summary_text': 'renal artery stenosis . he says treatment focuses on reducing hypertensive velocities . treatment'}]
773,actinic keratosis : treatments,[{'summary_text': 'actinic keratosis . treatments : treatments . aks . treatment plan : treatment'}]
774,psychophysics : general,[{'summary_text': 'psychophysics . he says physiology and sensation are general . psychology : physiologie . general hegemonia .'}]
775,astrocytoma : diagnosis,[{'summary_text': 'central nervous system astrocytoma . he says diagnosis is based on diagnosis and diagnosis . neuropathology : diagnosis'}]
776,stillbirth : diagnosis,[{'summary_text': 'fetal distress or death : physiology : treatments . pediatrician infant mortality : symptoms : diagnosis'}]
777,osteoarthritis : causes,[{'summary_text': 'knee osteoarthritis : physiology : causes . sex hormone levels . physiologic arthritis : cause'}]
778,embolism : general,[{'summary_text': 'embolism . hepatitis c : physiology . ophthalmology : general'}]
779,lead poisoning : diagnosis,[{'summary_text': 'lead poisoning : diagnostic . heaviness . hepatitis c : diagnosis : treatments'}]
780,mood disorder : treatments,[{'summary_text': 'mood disorder : treatments : therapies . physiology : treatment physiologies : medications - treatments - treatment'}]
781,fat necrosis : general,[{'summary_text': 'fat necrosis . hepatitis c : physiology : causes physiologic . causes: causes'}]
