,real_target,Prediction
1060,frostbite : treatments,[{'summary_text': 'frostbite : treatments for the public . click here for'}]
1061,glaucoma : diagnosis,[{'summary_text': 'glaucoma symptom : diagnosis . hepati'}]
1062,enophthalmos : general,[{'summary_text': 'enophthalmose : a symptomatic .'}]
1063,hepatorenal syndrome : prevention,[{'summary_text': 'hepatorenal syndrome is the most common condition in the world'}]
1064,diabetic retinopathy : diagnosis,[{'summary_text': 'diabetic retinopathy : diagnosis of a symptom '}]
1065,multiple myeloma : diagnosis,[{'summary_text': 'multiple myeloma : diagnosis of . .'}]
1066,hamartoma : general,"[{'summary_text': ""hamartoma : 'it's a""}]"
1067,tropical spastic paraparesis : treatments,[{'summary_text': 'tropical spastic paraparesis : treatments . '}]
1068,sparganosis : diagnosis,[{'summary_text': 'sparganosis is a rare disease . it can cause'}]
1069,dehydration : general,[{'summary_text': 'dehydration : a common symptom . a '}]
1070,meningioma : physiology,[{'summary_text': 'meningioma : physiology . .'}]
1071,perioral dermatitis : symptoms,[{'summary_text': 'perioral dermatitis : symptoms of . .'}]
1072,shyness : treatments,[{'summary_text': 'shyness is the most common disorder in the world . it can be'}]
1073,spinal cord compression : general,[{'summary_text': 'spinal cord compression : a systomy .'}]
1074,comparative psychology : general,[{'summary_text': 'comparative psychology : a symphony .'}]
1075,bleeding diathesis : general,[{'summary_text': 'bleeding diathesis : a common symptom . .'}]
1076,intertrigo : treatments,"[{'summary_text': ""intertrigo's treatments are a common practice . .""}]"
1077,hemoglobin c : general,[{'summary_text': 'hemoglobin c : systoma '}]
1078,air embolism : physiology,[{'summary_text': 'air embolism is a physiology . it can be'}]
1079,isochromosome : physiology,[{'summary_text': 'isochromosome physiology : physiotherapy .'}]
1080,heart failure : physiology,[{'summary_text': 'heart failure a physiology . euphoria'}]
1081,rumination syndrome : physiology,[{'summary_text': 'rumination syndrome : physiology . hepati'}]
1082,factitious disorder : general,[{'summary_text': 'factitious disorder : a symbiotic .'}]
1083,brain tumor : diagnosis,[{'summary_text': 'brain tumor is a common disease in the u.s .'}]
1084,vertebral artery dissection : symptoms,[{'summary_text': 'vertebral artery dissection . symptoms : symptoms .'}]
1085,nephrotic syndrome : causes,[{'summary_text': 'nephrotic syndrome is a chronic disease . .'}]
1086,ramsay hunt syndrome type 2 : prevention,[{'summary_text': 'ramsay hunt syndrome type 2 is a symptomatic disorder '}]
1087,tuberous sclerosis : physiology,[{'summary_text': 'tuberous sclerosis physiology : physio . '}]
1088,interstitial nephritis : general,[{'summary_text': 'interstitial nephritis : a '}]
1089,nocardiosis : diagnosis,[{'summary_text': 'nocardiosis : diagnosis of . . symptoms '}]
1090,leishmaniasis : causes,[{'summary_text': 'leishmaniasis : causes of . . click here'}]
1091,hereditary motor and sensory neuropathy : diagnosis,[{'summary_text': 'hereditary motor and sensory neuropathy : diagnosis . .'}]
1092,borderline personality disorder : general,[{'summary_text': 'borderline personality disorder is a disorder characterized by a personality disorder'}]
1093,chronic mucocutaneous candidiasis : general,[{'summary_text': 'chronic mucocutaneous candidiasis : symptom .'}]
1094,angioleiomyoma : general,[{'summary_text': 'angioleiomyoma is the most common disease .'}]
1095,glossitis : diagnosis,[{'summary_text': 'glossitis is a common disorder . it can be diagnosed with'}]
1096,sneddon's syndrome : diagnosis,"[{'summary_text': ""sneddon's syndrome : diagnosis and diagnosis ""}]"
1097,waldenström's macroglobulinemia : physiology,"[{'summary_text': ""waldenström's macroglobulinemia : physio""}]"
1098,enterotoxemia : general,[{'summary_text': 'enterotoxemia is the most common disease in the world .'}]
1099,hematocolpos : symptoms,[{'summary_text': 'hematocolpose : symptoms of . .'}]
1100,hypertrophic cardiomyopathy : diagnosis,[{'summary_text': 'hypertrophic cardiomyopathy : diagnosis of a symptom '}]
1101,lemierre's syndrome : diagnosis,"[{'summary_text': ""lemierre's syndrome is a rare disorder . it""}]"
1102,white coat hypertension : treatments,[{'summary_text': 'white coat hypertension : treatments . click here for more information '}]
1103,gout : physiology,[{'summary_text': 'gout physiology : a symptom . '}]
1104,leber congenital amaurosis : treatments,[{'summary_text': 'leber congenital amaurosis : treatments . '}]
1105,melena : causes,[{'summary_text': 'melena causes : causes . elga '}]
1106,plagiocephaly : prevention,[{'summary_text': 'plagiocephaly is a chronic disease . it can cause'}]
1107,opsoclonus myoclonus syndrome : general,[{'summary_text': 'opsoclonus myoclonosis syndrome : general'}]
1108,diaphragmatic rupture : physiology,[{'summary_text': 'diaphragmatic rupture : physiology . .'}]
1109,yellow fever : general,[{'summary_text': 'yellow fever is the most common symptom in the world . .'}]
1110,attention deficit hyperactivity disorder : physiology,[{'summary_text': 'attention deficit hyperactivity disorder : physiology . sy'}]
1111,macroglossia : causes,[{'summary_text': 'macroglossia : causes of disease . .'}]
1112,alport syndrome : physiology,[{'summary_text': 'alport syndrome : physiology . et al '}]
1113,empowerment : treatments,[{'summary_text': 'empowerment is the treatment of a sexy lifestyle . '}]
1114,noonan syndrome with multiple lentigines : physiology,[{'summary_text': 'noonan syndrome with multiple lentigines : physiology '}]
1115,oral cancer : treatments,[{'summary_text': 'oral cancer is a common disease . there are no cures for'}]
1116,rib fracture : symptoms,[{'summary_text': 'rib fracture symptoms : symptoms of a coma .'}]
1117,bronchomalacia : treatments,[{'summary_text': 'bronchomalacia is a chronic disease . it is'}]
1118,ellis–van creveld syndrome : general,[{'summary_text': 'ellis–van creveld syndrome is the most common symptom'}]
1119,neurasthenia : treatments,[{'summary_text': 'neurasthenia is a rare disease . it can be treated'}]
1120,tyrosinemia : treatments,[{'summary_text': 'tyrosinemia is a chronic disease . .'}]
1121,arteriovenous fistula : general,[{'summary_text': 'arteriovenous fistula : general . .'}]
1122,colles' fracture : diagnosis,"[{'summary_text': ""colles' fracture : diagnosis and diagnosis . u.""}]"
1123,spasticity : diagnosis,[{'summary_text': 'spasticity : diagnosis of a comorbid disorder '}]
1124,croup : physiology,[{'summary_text': 'croup physiology : physiotherapy . .'}]
1125,joint dislocation : symptoms,[{'summary_text': 'joint dislocation symptoms : symptoms of a coma .'}]
1126,dyslexia : physiology,[{'summary_text': 'dyslexia : physiology . sympathetic'}]
1127,anal cancer : physiology,[{'summary_text': 'anal cancer : physiology . et al '}]
1128,rocky mountain spotted fever : physiology,[{'summary_text': 'rocky mountain spotted fever . physiology of the fever '}]
1129,septic shock : treatments,[{'summary_text': 'septic shock treatment : treatments for a coma '}]
1130,lymphedema : symptoms,[{'summary_text': 'lymphedema symptoms : symptoms of a coma '}]
1131,conjunctivitis : prevention,[{'summary_text': 'conjunctivitis is a common condition . .'}]
1132,purpura fulminans : general,[{'summary_text': 'purpura fulminans are the most populous in the world'}]
1133,paraneoplastic cerebellar degeneration : physiology,[{'summary_text': 'paraneoplastic cerebellar degeneration : physiology'}]
1134,congenital heart defect : general,[{'summary_text': 'congenital heart defect : a . symptom .'}]
1135,vibration white finger : prevention,[{'summary_text': 'vibration white finger prevention : prevention . click here for more information '}]
1136,hypotonia : general,[{'summary_text': 'hypotonia : a symbiosis '}]
1137,hepatitis : symptoms,[{'summary_text': 'hepatitis symptoms : symptoms of a fever .'}]
1138,lassa fever : causes,[{'summary_text': 'lassa fever is the cause of a swollen '}]
1139,pulmonary heart disease : diagnosis,[{'summary_text': 'pulmonary heart disease is the most common disease in the uk .'}]
1140,far-sightedness : diagnosis,[{'summary_text': 'far-sightedness is the diagnosis of a coma .'}]
1141,cough : treatments,[{'summary_text': 'cough treatments are the most common in the u.s. .'}]
1142,necatoriasis : symptoms,[{'summary_text': 'necatoriasis symptoms : symptoms of a coma'}]
1143,gastroesophageal reflux disease : causes,[{'summary_text': 'gastroesophageal reflux disease : causes . .'}]
1144,spondylolysis : physiology,[{'summary_text': 'spondylolysis : physiology and physio'}]
1145,pancreatitis : causes,[{'summary_text': 'pancreatitis : causes of a coma '}]
1146,gastritis : physiology,[{'summary_text': 'gastritis : physiology . et al'}]
1147,coronary artery disease : prevention,[{'summary_text': 'coronary artery disease is the prevention of a serious disease .'}]
1148,levocardia : general,[{'summary_text': 'levocardia : a symbiosis'}]
1149,immunodeficiency : treatments,[{'summary_text': 'immunodeficiency : treatments . a randomized controlled'}]
1150,neisseriaceae : general,[{'summary_text': 'neisseriaceae is a u.s'}]
1151,colloid cyst : symptoms,[{'summary_text': 'colloid cyst is a symptom of a severe sclerosis'}]
1152,pancreatitis : symptoms,[{'summary_text': 'pancreatitis symptoms : symptoms of a coma'}]
1153,memory consolidation : general,[{'summary_text': 'memory consolidation : a guide to how to manage a memory '}]
1154,trench fever : general,[{'summary_text': 'trench fever is the most common occurrence in the world . .'}]
1155,membranous glomerulonephritis : treatments,[{'summary_text': 'membranous glomerulonephritis : treatments'}]
1156,cerebral palsy : prevention,[{'summary_text': 'cerebral palsy : prevention . click here for more information '}]
1157,oculocerebrorenal syndrome : symptoms,[{'summary_text': 'oculocerebrorenal syndrome : symptoms .'}]
1158,euthyroid sick syndrome : treatments,[{'summary_text': 'euthyroid sick syndrome is a chronic disease . it'}]
1159,acute generalized exanthematous pustulosis : treatments,[{'summary_text': 'acute generalized exanthematous pustulosis :'}]
1160,myelitis : causes,[{'summary_text': 'myelitis is the cause of a coma . '}]
1161,atheroma : physiology,[{'summary_text': 'atheroma physiology : physiotherapy . '}]
1162,presbycusis : general,[{'summary_text': 'presbycusis is the most common disorder in the world '}]
1163,anger : general,[{'summary_text': 'what is anger . a spokesman for the u.'}]
1164,abdominal pain : treatments,[{'summary_text': 'abdominal pain is a common condition . it can cause a '}]
1165,dental fluorosis : prevention,[{'summary_text': 'dental fluorosis is a common disease . it can cause'}]
1166,pancytopenia : physiology,[{'summary_text': 'pancytopenia : physiology . et al'}]
1167,merkel-cell carcinoma : physiology,[{'summary_text': 'merkel-cell carcinoma : physiology . .'}]
1168,calculus (medicine) : diagnosis,[{'summary_text': 'calculus (medicine) : diagnosis . click here for all the'}]
1169,hemoperitoneum : diagnosis,[{'summary_text': 'hemoperitoneum : diagnosis . - sys'}]
1170,ascariasis : diagnosis,[{'summary_text': 'ascariasis is a rare disease . it can cause'}]
1171,congenital rubella syndrome : general,[{'summary_text': 'congenital rubella syndrome : a general symptom .'}]
1172,pancreatitis : treatments,[{'summary_text': 'pancreatitis is a chronic disease . it can cause'}]
1173,dacryocystitis : physiology,[{'summary_text': 'dacryocystitis : physiology '}]
1174,neck pain : treatments,[{'summary_text': 'neck pain treatment : treatments for it . click here for more information'}]
1175,rabies : prevention,[{'summary_text': 'rabies is the prevention of a general disorder . .'}]
1176,hydroa vacciniforme : treatments,[{'summary_text': 'hydroa vacciniforme . a bacterial infection '}]
1177,goldenhar syndrome : causes,[{'summary_text': 'goldenhar syndrome : causes . click here for more information .'}]
1178,nasal polyp : causes,[{'summary_text': 'nasal polyplasia : causes of a coma '}]
1179,hypertension : general,[{'summary_text': 'hypertension : a sympathetic symptom .'}]
1180,osteofibrous dysplasia : general,[{'summary_text': 'osteofibrous dysplasia : the general . .'}]
1181,chromosomal inversion : general,[{'summary_text': 'chromosomal inversion : a symptom .'}]
1182,protein c deficiency : general,[{'summary_text': 'protein c deficiency : a . .'}]
1183,schistosomiasis : general,[{'summary_text': 'schistosomiasis is the most common disease .'}]
1184,median nerve : symptoms,[{'summary_text': 'median nerve symptoms : symptoms of swollen abrasion'}]
1185,erythema migrans : general,[{'summary_text': 'erythema migrans is the latest in the world '}]
1186,myoma : diagnosis,[{'summary_text': 'myoma is a chronic disease . it has a'}]
1187,syphilis : diagnosis,[{'summary_text': 'syphilis a symptom : diagnosis . '}]
1188,depersonalization : general,[{'summary_text': 'depersonalization : a common occurrence . a person'}]
1189,filoviridae : general,[{'summary_text': 'filoviridae : a syria'}]
1190,ulnar nerve entrapment : treatments,[{'summary_text': 'ulnar nerve entrapment : treatments for .'}]
1191,orthostatic intolerance : general,[{'summary_text': 'orthostatic intolerance : a symptom . .'}]
1192,intrauterine hypoxia : treatments,[{'summary_text': 'intrauterine hypoxia is a common condition . it can cause'}]
1193,crystal arthropathy : causes,[{'summary_text': 'crystal arthropathy is a chronic disease . it can cause'}]
1194,kernicterus : diagnosis,[{'summary_text': 'kernicterus is a rare disease . it can cause'}]
1195,signet ring cell carcinoma : causes,[{'summary_text': 'signet ring cell carcinoma is a common cause of disease '}]
